amount,origin_country,destination_country,transaction_type,time_of_day,customer_age,account_age_days,num_prev_flags,is_high_risk_country,label
170.54,India,Russia,withdrawal,Afternoon (12–18),42,946,1,False,0
4218.57,India,USA,withdrawal,Evening (18–22),61,1022,1,False,0
7187.07,Russia,Russia,deposit,Morning (6–12),21,944,0,True,1
10468.34,Germany,Iran,deposit,Afternoon (12–18),54,1272,0,False,1
2093.37,Russia,Russia,transfer,Evening (18–22),51,450,1,True,1
8609.04,India,India,transfer,Evening (18–22),36,348,1,False,0
586.22,Iran,Iran,deposit,Night (22–6),50,1210,1,True,1
9368.72,USA,USA,withdrawal,Afternoon (12–18),21,217,1,False,0
681.9,India,Iran,transfer,Evening (18–22),61,1529,0,False,0
2531.57,Iran,India,deposit,Morning (6–12),51,191,0,True,1
7980.03,Germany,India,deposit,Night (22–6),29,158,1,False,1
812.11,India,Russia,withdrawal,Night (22–6),48,333,0,False,1
1301.97,Iran,Russia,deposit,Evening (18–22),33,1142,0,True,1
6405.22,India,Germany,transfer,Afternoon (12–18),19,1948,0,False,0
6365.48,Russia,Iran,withdrawal,Night (22–6),66,946,2,True,1
5124.22,Iran,Germany,deposit,Afternoon (12–18),75,1215,2,True,1
5920.01,Russia,India,deposit,Evening (18–22),77,951,2,True,1
3912.35,Russia,Russia,withdrawal,Evening (18–22),19,1089,1,True,1
1450.42,Iran,Russia,withdrawal,Afternoon (12–18),53,1280,0,True,1
2120.92,USA,Russia,withdrawal,Morning (6–12),23,180,1,False,0
1002.01,Iran,USA,transfer,Night (22–6),78,622,1,True,1
11954.38,USA,India,transfer,Evening (18–22),77,76,1,False,1
4378.05,India,Russia,deposit,Morning (6–12),40,1769,0,False,0
2561.23,India,India,deposit,Morning (6–12),56,969,0,False,0
3099.54,Iran,Russia,withdrawal,Afternoon (12–18),72,689,0,True,1
14714.12,India,Iran,deposit,Afternoon (12–18),64,260,0,False,1
832.35,Germany,India,deposit,Afternoon (12–18),69,1592,1,False,0
4412.22,Russia,Germany,withdrawal,Morning (6–12),61,1031,2,True,1
3524.97,Russia,USA,transfer,Night (22–6),54,1754,2,True,1
4726.72,USA,Germany,transfer,Afternoon (12–18),63,194,1,False,0
91.38,India,India,transfer,Night (22–6),33,753,0,False,1
10283.47,USA,Russia,deposit,Afternoon (12–18),60,849,0,False,1
13449.94,Russia,India,withdrawal,Morning (6–12),61,1640,1,True,1
4163.58,Russia,USA,transfer,Night (22–6),36,1657,0,True,1
5964.35,India,India,deposit,Night (22–6),66,1627,0,False,1
12787.35,Germany,Russia,withdrawal,Morning (6–12),79,1119,2,False,1
6141.99,Germany,Germany,transfer,Night (22–6),41,1973,0,False,1
827.55,India,Iran,transfer,Morning (6–12),75,1133,1,False,0
4293.51,India,Germany,withdrawal,Morning (6–12),44,169,0,False,0
4666.1,USA,Russia,deposit,Evening (18–22),24,429,0,False,0
2759.37,India,Russia,deposit,Afternoon (12–18),47,1985,2,False,0
6667.45,Germany,USA,transfer,Evening (18–22),58,159,0,False,0
13618.38,India,India,withdrawal,Morning (6–12),31,1014,0,False,1
12989.38,USA,India,deposit,Morning (6–12),75,795,0,False,1
2996.82,USA,Germany,withdrawal,Night (22–6),69,475,0,False,1
600.89,USA,Iran,withdrawal,Morning (6–12),61,1885,0,False,0
20945.87,USA,Iran,transfer,Morning (6–12),32,58,0,False,1
9128.59,Iran,USA,withdrawal,Morning (6–12),29,1255,0,True,1
665.73,India,Russia,withdrawal,Afternoon (12–18),70,1290,1,False,0
12681.54,Russia,USA,withdrawal,Evening (18–22),70,1652,0,True,1
10197.12,India,India,deposit,Evening (18–22),46,1661,0,False,1
3657.76,Iran,Russia,transfer,Afternoon (12–18),40,828,0,True,1
4473.57,USA,USA,transfer,Afternoon (12–18),30,1392,1,False,0
2545.82,Iran,Germany,withdrawal,Afternoon (12–18),26,1452,0,True,1
281.59,Germany,India,withdrawal,Evening (18–22),41,1492,1,False,0
2041.32,Germany,Iran,deposit,Evening (18–22),56,318,0,False,0
8119.04,India,USA,transfer,Morning (6–12),47,1305,0,False,0
23.21,India,India,deposit,Evening (18–22),18,1006,2,False,0
2028.57,Russia,India,transfer,Night (22–6),77,1745,1,True,1
2538.89,Russia,Iran,deposit,Evening (18–22),27,129,1,True,1
3854.42,Germany,Iran,withdrawal,Afternoon (12–18),78,1969,1,False,0
12619.63,USA,Iran,deposit,Evening (18–22),55,1638,0,False,1
2125.89,Iran,USA,withdrawal,Morning (6–12),75,451,1,True,1
2130.53,Russia,Iran,transfer,Evening (18–22),64,672,0,True,1
6687.54,Russia,Germany,transfer,Afternoon (12–18),32,723,0,True,1
3009.39,USA,India,withdrawal,Night (22–6),26,735,1,False,1
1271.91,USA,Iran,transfer,Afternoon (12–18),30,47,1,False,0
3011.41,India,India,deposit,Night (22–6),40,500,0,False,1
759.1,Iran,Russia,withdrawal,Morning (6–12),50,1691,0,True,1
970.27,USA,Russia,transfer,Morning (6–12),26,752,2,False,0
3449.44,Russia,Iran,deposit,Evening (18–22),20,1060,0,True,1
2714.38,Russia,India,deposit,Morning (6–12),47,448,0,True,1
12316.46,Germany,Russia,transfer,Morning (6–12),26,409,0,False,1
2250.17,USA,Iran,transfer,Afternoon (12–18),69,537,0,False,0
4344.51,India,India,deposit,Afternoon (12–18),42,143,0,False,0
5001.95,Iran,Iran,withdrawal,Evening (18–22),78,881,0,True,1
65.9,India,India,transfer,Evening (18–22),64,540,0,False,0
5446.34,Russia,Russia,transfer,Evening (18–22),41,1649,2,True,1
980.29,India,Iran,withdrawal,Evening (18–22),49,880,1,False,0
16229.99,Russia,Russia,withdrawal,Afternoon (12–18),24,1926,2,True,1
804.73,Russia,Iran,transfer,Evening (18–22),53,1005,0,True,1
2677.51,Russia,USA,withdrawal,Evening (18–22),42,643,0,True,1
446.07,Russia,Russia,deposit,Morning (6–12),37,498,0,True,1
28840.41,Russia,Russia,deposit,Evening (18–22),34,122,0,True,1
3487.73,Germany,Germany,deposit,Night (22–6),71,1545,0,False,1
4524.1,India,Russia,transfer,Morning (6–12),53,1881,0,False,0
347.16,Germany,India,withdrawal,Afternoon (12–18),43,1155,1,False,0
6930.68,Germany,Iran,deposit,Night (22–6),36,522,0,False,1
1178.01,USA,USA,withdrawal,Evening (18–22),77,792,0,False,0
11416.57,USA,India,deposit,Morning (6–12),54,1589,0,False,1
1147.94,USA,India,withdrawal,Evening (18–22),65,1538,1,False,0
1057.85,Iran,India,deposit,Morning (6–12),20,1018,0,True,1
186.17,USA,India,deposit,Evening (18–22),60,508,0,False,0
3193.93,India,USA,deposit,Night (22–6),74,906,1,False,1
4160.22,Germany,Germany,deposit,Afternoon (12–18),45,196,1,False,0
339.83,India,Russia,deposit,Night (22–6),39,169,1,False,1
7470.01,USA,India,deposit,Night (22–6),64,123,0,False,1
3019.17,Iran,Russia,deposit,Afternoon (12–18),36,1234,0,True,1
3715.79,Iran,Russia,deposit,Morning (6–12),70,605,0,True,1
2905.91,Germany,India,deposit,Morning (6–12),73,1057,0,False,0
2560.49,India,Germany,withdrawal,Afternoon (12–18),63,635,0,False,0
4100.82,Russia,Russia,withdrawal,Evening (18–22),33,1442,0,True,1
843.52,India,Iran,transfer,Morning (6–12),73,1325,0,False,0
1004.03,USA,Russia,deposit,Night (22–6),23,1848,1,False,1
9894.75,Russia,India,withdrawal,Afternoon (12–18),54,1185,0,True,1
14604.56,Iran,USA,withdrawal,Night (22–6),48,613,0,True,1
2336.51,Germany,Russia,withdrawal,Morning (6–12),70,845,0,False,0
1578.66,Germany,Germany,withdrawal,Afternoon (12–18),66,1957,0,False,0
5164.12,Iran,Iran,withdrawal,Afternoon (12–18),65,622,1,True,1
2627.45,USA,Iran,withdrawal,Morning (6–12),51,1565,0,False,0
128.57,Iran,USA,transfer,Morning (6–12),48,715,0,True,1
848.92,USA,USA,withdrawal,Afternoon (12–18),77,1865,1,False,0
6293.42,Russia,Russia,transfer,Evening (18–22),28,992,0,True,1
5378.25,Iran,India,transfer,Afternoon (12–18),53,1016,1,True,1
137.35,USA,Germany,deposit,Evening (18–22),23,1105,0,False,0
1254.96,Russia,Iran,deposit,Night (22–6),44,1343,1,True,1
1313.81,Iran,USA,deposit,Evening (18–22),24,475,1,True,1
5572.07,Germany,Germany,withdrawal,Evening (18–22),66,266,1,False,0
99.54,Iran,India,deposit,Morning (6–12),49,1842,0,True,1
549.68,India,Iran,withdrawal,Afternoon (12–18),25,1544,1,False,0
8045.09,Iran,Iran,withdrawal,Night (22–6),77,1333,0,True,1
983.39,India,India,deposit,Afternoon (12–18),50,1097,2,False,0
5288.5,Russia,Iran,deposit,Evening (18–22),74,911,0,True,1
1360.24,Iran,India,transfer,Evening (18–22),64,795,0,True,1
523.7,Russia,Iran,transfer,Evening (18–22),69,966,0,True,1
1393.1,Russia,Russia,withdrawal,Afternoon (12–18),61,1978,0,True,1
6405.47,USA,India,withdrawal,Evening (18–22),32,388,0,False,0
9679.18,Russia,Germany,deposit,Afternoon (12–18),72,675,0,True,1
8866.25,Russia,Russia,deposit,Night (22–6),44,1621,0,True,1
2530.71,Iran,Germany,transfer,Night (22–6),47,1579,0,True,1
5514.38,Iran,Iran,deposit,Afternoon (12–18),39,719,0,True,1
1146.97,Germany,Germany,withdrawal,Night (22–6),64,491,0,False,1
1734.67,USA,Russia,deposit,Morning (6–12),46,130,1,False,0
11332.99,Russia,India,transfer,Evening (18–22),58,721,0,True,1
65.44,USA,USA,withdrawal,Evening (18–22),65,1013,0,False,0
446.94,India,Germany,transfer,Evening (18–22),47,1514,0,False,0
1165.25,Russia,USA,transfer,Morning (6–12),19,798,0,True,1
134.45,USA,Germany,withdrawal,Evening (18–22),32,297,1,False,0
1001.02,Germany,Germany,transfer,Afternoon (12–18),64,912,1,False,0
4373.84,Germany,India,deposit,Evening (18–22),44,1415,0,False,0
2735.93,Russia,Iran,deposit,Afternoon (12–18),24,437,1,True,1
11159.32,India,Russia,transfer,Night (22–6),44,1090,1,False,1
8503.48,Germany,Russia,deposit,Afternoon (12–18),38,497,0,False,0
2091.36,Germany,Russia,transfer,Afternoon (12–18),30,1769,1,False,0
1501.63,India,Iran,deposit,Afternoon (12–18),72,288,1,False,0
2387.7,USA,USA,transfer,Evening (18–22),34,538,0,False,0
4461.59,Germany,Russia,deposit,Morning (6–12),28,1720,1,False,0
1560.31,Iran,USA,withdrawal,Morning (6–12),76,1803,0,True,1
4892.81,Germany,Iran,withdrawal,Afternoon (12–18),27,338,0,False,0
2633.18,USA,Iran,deposit,Evening (18–22),74,1665,1,False,0
4015.34,USA,India,transfer,Morning (6–12),50,1326,1,False,0
2864.63,Russia,Russia,deposit,Night (22–6),31,654,0,True,1
1744.0,Iran,India,transfer,Night (22–6),54,139,0,True,1
14826.34,USA,Russia,deposit,Evening (18–22),79,1708,0,False,1
7211.27,India,Iran,deposit,Night (22–6),25,708,0,False,1
754.77,Iran,Iran,withdrawal,Night (22–6),50,1313,0,True,1
10142.52,Iran,Germany,transfer,Night (22–6),24,1710,0,True,1
3341.6,India,Germany,transfer,Morning (6–12),51,771,0,False,0
11247.7,Germany,Iran,transfer,Night (22–6),24,936,1,False,1
8043.57,India,Iran,transfer,Afternoon (12–18),24,297,1,False,0
2768.78,India,USA,transfer,Afternoon (12–18),58,1085,2,False,0
113.63,Germany,USA,withdrawal,Night (22–6),71,1976,1,False,1
1564.5,Germany,India,deposit,Afternoon (12–18),53,969,0,False,0
3900.44,Germany,Germany,transfer,Morning (6–12),72,840,1,False,0
5018.49,Germany,Germany,transfer,Evening (18–22),24,1784,0,False,0
1491.27,Germany,Iran,deposit,Afternoon (12–18),37,1230,0,False,0
750.37,India,Iran,withdrawal,Night (22–6),35,133,3,False,1
9006.94,Russia,India,withdrawal,Evening (18–22),62,1289,0,True,1
20803.12,Russia,Germany,withdrawal,Evening (18–22),60,1146,0,True,1
3729.47,USA,USA,deposit,Night (22–6),58,230,1,False,1
941.77,Russia,Russia,deposit,Afternoon (12–18),31,1864,0,True,1
1589.38,Russia,India,withdrawal,Morning (6–12),57,928,0,True,1
92.81,India,Russia,withdrawal,Afternoon (12–18),70,772,0,False,0
12284.44,Germany,USA,deposit,Afternoon (12–18),31,954,1,False,1
626.41,Germany,USA,withdrawal,Morning (6–12),38,1820,1,False,0
4296.2,India,Russia,transfer,Evening (18–22),66,626,0,False,0
1601.41,Russia,India,deposit,Morning (6–12),76,1088,0,True,1
4039.18,India,Russia,withdrawal,Morning (6–12),74,1170,0,False,0
5269.44,USA,India,transfer,Night (22–6),44,717,1,False,1
8852.2,Germany,India,deposit,Night (22–6),63,1511,0,False,1
1156.01,Iran,Iran,deposit,Afternoon (12–18),43,1524,1,True,1
55.28,USA,Germany,transfer,Night (22–6),44,1988,2,False,1
736.04,USA,Germany,deposit,Morning (6–12),41,949,1,False,0
11513.86,India,USA,withdrawal,Morning (6–12),22,817,1,False,1
10353.01,Russia,Iran,deposit,Night (22–6),59,428,0,True,1
4549.22,Germany,Germany,withdrawal,Night (22–6),55,626,0,False,1
4587.92,Iran,India,transfer,Night (22–6),45,146,1,True,1
5468.67,USA,India,transfer,Morning (6–12),59,391,1,False,0
964.11,Iran,Russia,deposit,Evening (18–22),60,233,0,True,1
12291.05,Russia,Russia,transfer,Evening (18–22),75,1199,1,True,1
2713.05,Russia,India,transfer,Night (22–6),49,473,0,True,1
2415.55,Iran,India,deposit,Afternoon (12–18),41,756,0,True,1
3658.58,Germany,Russia,withdrawal,Afternoon (12–18),23,1670,0,False,0
240.52,Russia,Germany,deposit,Evening (18–22),27,890,1,True,1
909.31,Iran,USA,deposit,Night (22–6),63,1350,4,True,1
6697.7,USA,Russia,withdrawal,Morning (6–12),69,897,1,False,0
432.14,Iran,Germany,withdrawal,Afternoon (12–18),20,1634,0,True,1
4621.01,Iran,Germany,withdrawal,Afternoon (12–18),24,1540,0,True,1
1407.5,India,Germany,deposit,Morning (6–12),46,796,0,False,0
2465.71,Russia,Iran,withdrawal,Morning (6–12),51,1284,1,True,1
1703.26,Germany,Iran,transfer,Night (22–6),24,1256,0,False,1
2197.74,Germany,Germany,withdrawal,Morning (6–12),34,391,0,False,0
6347.82,India,India,transfer,Morning (6–12),30,424,0,False,0
1762.86,Germany,Iran,withdrawal,Morning (6–12),75,277,1,False,0
4178.22,Iran,Russia,transfer,Evening (18–22),38,1493,0,True,1
3231.8,India,Iran,transfer,Morning (6–12),48,943,0,False,0
5448.33,USA,India,transfer,Afternoon (12–18),26,1449,0,False,0
13809.61,Russia,USA,transfer,Night (22–6),62,790,0,True,1
6594.53,Russia,Iran,transfer,Night (22–6),64,685,0,True,1
1209.98,Russia,Germany,withdrawal,Night (22–6),30,1848,0,True,1
158.4,Iran,Germany,deposit,Evening (18–22),34,385,0,True,1
1520.85,USA,Germany,deposit,Afternoon (12–18),25,1454,0,False,0
4520.3,India,USA,deposit,Morning (6–12),26,270,1,False,0
263.98,India,India,deposit,Afternoon (12–18),26,1394,1,False,0
3429.53,Russia,Russia,deposit,Night (22–6),57,1940,0,True,1
4542.14,USA,India,transfer,Morning (6–12),65,258,2,False,0
2034.16,USA,USA,withdrawal,Night (22–6),69,1596,0,False,1
7368.25,USA,Germany,transfer,Night (22–6),47,650,0,False,1
563.59,Germany,India,withdrawal,Night (22–6),79,960,0,False,1
390.55,Germany,Russia,withdrawal,Afternoon (12–18),24,1592,0,False,0
6513.24,Russia,Germany,withdrawal,Afternoon (12–18),34,884,2,True,1
3420.85,USA,Russia,withdrawal,Night (22–6),56,1725,1,False,1
5830.21,USA,Iran,deposit,Night (22–6),55,558,0,False,1
2853.12,India,Russia,withdrawal,Morning (6–12),22,296,0,False,0
1414.48,India,Germany,withdrawal,Night (22–6),34,1182,0,False,1
8549.12,Russia,Iran,deposit,Night (22–6),57,249,2,True,1
8032.61,USA,Germany,transfer,Night (22–6),75,1135,0,False,1
5932.24,Russia,Germany,transfer,Night (22–6),18,590,1,True,1
1588.27,India,Iran,transfer,Afternoon (12–18),33,1606,0,False,0
4460.8,India,Russia,transfer,Night (22–6),34,1073,0,False,1
2239.05,Germany,USA,withdrawal,Evening (18–22),47,1380,1,False,0
480.25,Russia,USA,deposit,Night (22–6),48,1090,0,True,1
12463.5,Russia,USA,deposit,Afternoon (12–18),52,411,1,True,1
735.65,USA,USA,transfer,Evening (18–22),62,1965,1,False,0
15002.45,USA,India,deposit,Evening (18–22),25,68,0,False,1
2953.01,Germany,USA,withdrawal,Night (22–6),65,1162,0,False,1
1023.65,Iran,Iran,transfer,Night (22–6),73,458,0,True,1
3903.35,Iran,USA,withdrawal,Afternoon (12–18),47,1117,0,True,1
10315.71,Iran,Germany,withdrawal,Evening (18–22),56,1228,1,True,1
6588.04,Russia,USA,withdrawal,Evening (18–22),38,820,1,True,1
8213.97,Russia,Russia,withdrawal,Afternoon (12–18),32,61,0,True,1
5376.19,India,Iran,withdrawal,Night (22–6),73,974,0,False,1
5892.77,Russia,Iran,transfer,Morning (6–12),51,1774,1,True,1
9458.86,Russia,India,withdrawal,Morning (6–12),73,1944,0,True,1
1436.2,Russia,Germany,transfer,Evening (18–22),77,560,1,True,1
3361.09,Germany,Iran,deposit,Evening (18–22),44,135,0,False,0
1250.07,Russia,Russia,withdrawal,Night (22–6),19,511,0,True,1
21977.79,USA,USA,withdrawal,Morning (6–12),27,235,1,False,1
14417.32,USA,Iran,deposit,Evening (18–22),22,1300,1,False,1
201.13,India,Russia,transfer,Night (22–6),44,864,1,False,1
6113.66,Germany,USA,withdrawal,Morning (6–12),78,1732,1,False,0
12967.92,USA,India,deposit,Afternoon (12–18),21,118,0,False,1
995.76,Germany,Iran,deposit,Evening (18–22),64,1369,0,False,0
4196.01,Germany,Iran,withdrawal,Afternoon (12–18),30,1064,1,False,0
12354.33,India,Russia,transfer,Morning (6–12),34,1102,0,False,1
172.68,Germany,Germany,transfer,Night (22–6),38,1964,1,False,1
5977.05,Russia,India,withdrawal,Night (22–6),40,925,0,True,1
1764.47,Germany,Germany,deposit,Morning (6–12),50,1626,1,False,0
12911.24,India,Iran,withdrawal,Afternoon (12–18),67,1224,0,False,1
17712.35,India,Germany,transfer,Night (22–6),77,172,0,False,1
14435.87,India,USA,deposit,Evening (18–22),32,236,1,False,1
3214.31,USA,India,withdrawal,Afternoon (12–18),31,1516,0,False,0
9904.05,Russia,Germany,deposit,Afternoon (12–18),26,538,1,True,1
9307.14,USA,USA,transfer,Evening (18–22),61,1254,0,False,0
1921.7,Iran,Russia,transfer,Morning (6–12),54,34,0,True,1
8827.99,Russia,Germany,transfer,Night (22–6),47,240,0,True,1
188.55,Germany,India,withdrawal,Afternoon (12–18),46,58,1,False,0
4535.04,India,USA,deposit,Night (22–6),40,1243,0,False,1
1306.88,Iran,Germany,withdrawal,Night (22–6),51,217,1,True,1
642.39,Russia,Russia,withdrawal,Afternoon (12–18),72,1890,1,True,1
400.38,USA,Germany,withdrawal,Morning (6–12),72,1820,0,False,0
5958.39,India,USA,withdrawal,Afternoon (12–18),24,1203,0,False,0
2076.63,USA,Germany,deposit,Morning (6–12),70,554,0,False,0
6450.68,Russia,India,deposit,Evening (18–22),26,975,0,True,1
337.95,Russia,Iran,withdrawal,Morning (6–12),67,1937,1,True,1
1893.8,Iran,USA,withdrawal,Morning (6–12),21,1996,1,True,1
3877.12,Germany,USA,transfer,Afternoon (12–18),19,1419,0,False,0
7820.49,USA,USA,transfer,Night (22–6),73,186,1,False,1
1919.15,Iran,USA,deposit,Night (22–6),77,109,1,True,1
4916.05,India,Germany,transfer,Morning (6–12),44,1921,0,False,0
10856.81,Germany,India,deposit,Morning (6–12),50,1326,0,False,1
4783.78,Iran,Russia,deposit,Afternoon (12–18),49,689,0,True,1
1326.08,USA,India,deposit,Morning (6–12),74,1771,2,False,0
123.52,Russia,USA,transfer,Afternoon (12–18),61,655,0,True,1
10204.91,India,Germany,transfer,Evening (18–22),62,1571,0,False,1
107.49,USA,Germany,deposit,Morning (6–12),63,1843,2,False,0
10385.29,Germany,USA,deposit,Evening (18–22),54,261,1,False,1
3763.82,Germany,Germany,withdrawal,Morning (6–12),44,1702,0,False,0
13989.96,Russia,USA,deposit,Morning (6–12),45,189,1,True,1
8016.86,Russia,India,deposit,Evening (18–22),20,373,1,True,1
30910.97,India,Iran,withdrawal,Evening (18–22),77,1342,0,False,1
2159.39,India,Germany,deposit,Afternoon (12–18),76,234,0,False,0
7287.63,Russia,USA,deposit,Afternoon (12–18),53,1024,0,True,1
2570.25,Russia,USA,deposit,Evening (18–22),66,867,0,True,1
3268.44,Germany,Germany,withdrawal,Morning (6–12),68,334,0,False,0
4937.66,Russia,Russia,transfer,Afternoon (12–18),60,1413,0,True,1
10344.57,Iran,USA,deposit,Morning (6–12),25,699,0,True,1
20701.99,USA,Germany,withdrawal,Night (22–6),61,1923,1,False,1
7310.99,Russia,USA,deposit,Afternoon (12–18),67,429,1,True,1
2704.42,India,Russia,withdrawal,Afternoon (12–18),67,1502,0,False,0
2735.35,Iran,Iran,deposit,Afternoon (12–18),58,135,0,True,1
6689.09,India,Russia,withdrawal,Night (22–6),54,1135,0,False,1
1364.15,Iran,India,transfer,Evening (18–22),70,371,0,True,1
585.33,Russia,Germany,transfer,Morning (6–12),66,1015,0,True,1
2189.6,USA,Russia,transfer,Night (22–6),62,1835,0,False,1
1693.05,India,Iran,deposit,Evening (18–22),55,981,1,False,0
1757.07,Iran,USA,withdrawal,Afternoon (12–18),73,1474,1,True,1
1330.31,Germany,Germany,deposit,Evening (18–22),39,78,1,False,0
215.02,Russia,Russia,deposit,Evening (18–22),31,235,1,True,1
90.18,USA,Iran,withdrawal,Evening (18–22),32,1271,0,False,0
21999.89,Russia,Russia,deposit,Morning (6–12),72,1871,0,True,1
2791.1,Germany,India,withdrawal,Evening (18–22),63,1729,0,False,0
2425.19,USA,Germany,withdrawal,Evening (18–22),21,1489,2,False,0
5691.66,Germany,USA,transfer,Evening (18–22),35,820,0,False,0
1231.13,Russia,Iran,transfer,Evening (18–22),18,1375,1,True,1
14974.78,Iran,Russia,transfer,Night (22–6),29,260,0,True,1
7716.96,Russia,Germany,withdrawal,Night (22–6),71,1764,1,True,1
468.32,Russia,Russia,transfer,Evening (18–22),58,1540,0,True,1
2702.82,Russia,Germany,withdrawal,Evening (18–22),59,1482,0,True,1
10564.71,India,India,deposit,Evening (18–22),70,912,1,False,1
14477.81,Germany,Russia,transfer,Afternoon (12–18),77,755,0,False,1
3149.94,Germany,India,withdrawal,Evening (18–22),67,313,1,False,0
4751.97,Germany,Iran,withdrawal,Evening (18–22),34,1539,1,False,0
913.81,India,India,withdrawal,Night (22–6),36,305,1,False,1
23647.22,Iran,Germany,withdrawal,Night (22–6),53,462,0,True,1
1317.69,Russia,Iran,transfer,Night (22–6),65,1238,0,True,1
14300.05,Iran,Russia,transfer,Morning (6–12),24,1775,0,True,1
5244.07,India,Russia,transfer,Afternoon (12–18),26,662,0,False,0
4679.11,Germany,Germany,withdrawal,Evening (18–22),25,245,0,False,0
3594.26,Russia,USA,deposit,Night (22–6),42,126,0,True,1
1311.18,USA,USA,withdrawal,Morning (6–12),24,984,0,False,0
971.13,USA,Russia,deposit,Evening (18–22),59,1172,0,False,0
1245.42,Iran,Germany,transfer,Evening (18–22),25,394,0,True,1
1031.67,Germany,USA,withdrawal,Night (22–6),41,1847,2,False,1
7561.2,USA,India,withdrawal,Evening (18–22),34,1456,0,False,0
2154.88,Iran,Russia,transfer,Evening (18–22),29,1037,0,True,1
297.92,India,India,withdrawal,Evening (18–22),63,647,0,False,0
17385.42,Iran,Germany,deposit,Night (22–6),48,426,0,True,1
10761.6,Iran,India,deposit,Morning (6–12),29,487,1,True,1
13138.27,Iran,USA,deposit,Evening (18–22),74,347,1,True,1
26400.25,Russia,USA,withdrawal,Morning (6–12),19,411,0,True,1
955.17,Iran,Iran,withdrawal,Evening (18–22),29,171,0,True,1
2522.91,Iran,Russia,deposit,Night (22–6),44,486,0,True,1
7099.02,Russia,Germany,withdrawal,Morning (6–12),63,530,0,True,1
5953.98,Russia,Russia,deposit,Night (22–6),24,1960,0,True,1
835.56,India,India,transfer,Afternoon (12–18),78,352,3,False,0
8459.57,Germany,Germany,deposit,Evening (18–22),75,1029,0,False,0
1270.85,USA,Germany,transfer,Afternoon (12–18),75,297,0,False,0
1266.84,USA,USA,transfer,Afternoon (12–18),30,1856,0,False,0
3849.86,Iran,India,transfer,Afternoon (12–18),70,516,0,True,1
4493.97,India,USA,deposit,Evening (18–22),53,907,1,False,0
4338.53,Iran,USA,deposit,Night (22–6),18,708,2,True,1
479.73,USA,Iran,withdrawal,Afternoon (12–18),66,1213,1,False,0
10496.62,Russia,USA,withdrawal,Morning (6–12),52,1796,0,True,1
1543.51,Germany,Russia,transfer,Evening (18–22),47,43,1,False,0
693.52,India,Germany,deposit,Night (22–6),48,1033,1,False,1
10979.79,Russia,USA,withdrawal,Night (22–6),34,734,2,True,1
15578.38,Germany,Russia,withdrawal,Afternoon (12–18),25,184,0,False,1
9907.13,India,India,withdrawal,Evening (18–22),20,130,0,False,0
8290.94,India,Germany,deposit,Afternoon (12–18),76,601,0,False,0
5324.56,USA,India,withdrawal,Morning (6–12),27,1096,0,False,0
4002.07,Russia,Russia,transfer,Night (22–6),51,1246,1,True,1
455.02,India,India,deposit,Night (22–6),39,1364,2,False,1
2625.07,India,India,withdrawal,Evening (18–22),21,650,0,False,0
2331.56,Germany,India,withdrawal,Night (22–6),49,1658,0,False,1
1503.86,USA,USA,deposit,Evening (18–22),78,1781,0,False,0
6426.28,Iran,USA,withdrawal,Afternoon (12–18),46,1044,0,True,1
3424.66,USA,USA,withdrawal,Morning (6–12),63,494,0,False,0
422.6,Iran,Germany,transfer,Evening (18–22),28,1216,1,True,1
1243.48,Russia,Russia,deposit,Afternoon (12–18),63,380,2,True,1
5748.35,Russia,USA,withdrawal,Morning (6–12),30,263,0,True,1
395.92,India,India,deposit,Night (22–6),76,1981,2,False,1
9525.99,Russia,India,deposit,Morning (6–12),78,432,0,True,1
3417.44,India,India,transfer,Morning (6–12),21,380,0,False,0
3275.28,USA,India,transfer,Morning (6–12),19,1220,0,False,0
4487.44,Russia,Iran,deposit,Night (22–6),51,1201,0,True,1
8705.74,USA,Germany,transfer,Evening (18–22),60,57,0,False,0
2137.09,USA,Russia,transfer,Evening (18–22),39,288,1,False,0
5666.27,Russia,Russia,withdrawal,Morning (6–12),22,1981,0,True,1
4170.47,USA,USA,transfer,Afternoon (12–18),26,1651,0,False,0
1553.24,Russia,Iran,transfer,Afternoon (12–18),37,649,1,True,1
10544.56,Russia,Russia,withdrawal,Morning (6–12),38,1495,1,True,1
7983.25,Russia,Germany,withdrawal,Morning (6–12),34,1991,0,True,1
5371.33,Iran,India,deposit,Afternoon (12–18),29,1682,0,True,1
9505.03,USA,USA,transfer,Morning (6–12),45,905,1,False,0
10098.1,Germany,Germany,withdrawal,Morning (6–12),35,1580,0,False,1
6161.23,Russia,Russia,transfer,Evening (18–22),20,1264,1,True,1
9070.43,USA,Iran,deposit,Evening (18–22),22,1883,0,False,0
5977.9,India,USA,transfer,Morning (6–12),77,572,1,False,0
5699.37,Russia,Russia,transfer,Morning (6–12),70,1498,0,True,1
4819.68,Russia,USA,transfer,Night (22–6),69,1847,0,True,1
6986.1,Germany,Russia,withdrawal,Evening (18–22),31,482,1,False,0
863.47,Iran,India,withdrawal,Morning (6–12),65,726,0,True,1
10637.73,Iran,Iran,deposit,Night (22–6),43,433,0,True,1
10272.52,Russia,India,transfer,Night (22–6),36,1048,0,True,1
148.42,USA,Russia,deposit,Night (22–6),58,1119,0,False,1
8738.24,India,Germany,deposit,Night (22–6),34,1458,0,False,1
689.82,India,India,withdrawal,Evening (18–22),71,912,0,False,0
